index,n_atoms,charge,E_before_hartree,max_force_evA,failure_reason,converged,steps,E_after_hartree,delta_E_kcalmol,delta_E_kcal_per_atom,rmsd_A,n_total,n_ok,n_dE,failure_rate,delta_E_kcal_median,delta_E_kcal_mean,delta_E_kcal_p90,delta_E_per_atom_median,delta_E_per_atom_mean,delta_E_per_atom_p90,max_force_evA_median,rmsd_A_median,steps_median,convergence_rate
116,14,0,-13.626438313158,1.724237814418789,,True,,-13.665126238865,24.27703991299205,1.734074279499432,0.287015191963489,,,,,,,,,,,,,,
117,42,0,-53.356629850095,8.27014048868825,,True,,-53.513995935906,98.74870974263303,2.351159755776977,1.4672978139037742,,,,,,,,,,,,,,
118,75,0,-114.585968828471,4.889364383086561,,False,,-115.338449051901,472.18846924744224,6.295846256632563,3.2301796452211677,,,,,,,,,,,,,,
119,8,0,-10.460653429217,1.4589897857950964,,True,,-10.46789730157,4.545598530410949,0.5681998163013686,0.135740838147529,,,,,,,,,,,,,,
120,45,0,-62.330855564771,35.50230678944884,no_energy_in_xtb_output,False,,,,,,,,,,,,,,,,,,,
121,90,0,-107.866205275637,33.44594665721922,,False,,-108.724529361143,538.6064954715604,5.984516616350671,1.8027034536314752,,,,,,,,,,,,,,
122,111,0,-169.608952159847,19.12599573782145,no_energy_in_xtb_output,False,,,,,,,,,,,,,,,,,,,
123,56,0,-86.746093996981,4.561095372238904,,False,,-87.23001919227,303.66764478168574,5.422636513958674,2.3846037335738126,,,,,,,,,,,,,,
124,35,0,-47.813020561055,7.191587234246859,,True,,-47.973066199542,100.43015443306953,2.8694329838019867,1.288762093047203,,,,,,,,,,,,,,
125,94,0,-115.108846726123,21.78313471451359,,False,,-116.715905250549,1008.4444494511774,10.728132440969972,2.0649575055891423,,,,,,,,,,,,,,
126,106,0,-260.366295973602,83.81994458892233,,False,,-266.104068105912,3600.5063730397596,33.96704125509207,1.1197860096529015,,,,,,,,,,,,,,
127,22,0,-28.047897288665,1.8847256865822322,,True,,-28.100273367196,32.86648549247607,1.4939311587489124,0.7762573866067914,,,,,,,,,,,,,,
